title,year,adj_len,adj_len_norm,verify_install_type,install_len,upgrade1_len,upgrade1_len_replaced,upgrade2_len,upgrade2_len_replaced
"Vancouver, CA (~2223.7 km Total Roadway)",1986,1.868786903337544,0.8403952436648576,LSB,1.868786903337544,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1986,0.7152558895061241,0.32165125219504614,N,0.7152558895061241,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1990,7.4007038444937905,3.32810354116733,LSB,7.4007038444937905,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1990,4.305668643995153,1.9362632747201303,None,4.305668643995153,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1990,0.6961775516897699,0.31307170557618835,PL,0.6961775516897699,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1993,14.891227198292896,6.6965990008962075,LSB,14.891227198292896,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1993,4.512837127808995,2.0294271384669673,None,4.512837127808995,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1993,0.16786561684948242,0.0754893271796926,PBL,0.16786561684948242,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1994,25.361012911511665,11.40487157058581,LSB,25.361012911511665,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1994,4.744195039197709,2.1334690107468224,None,4.744195039197709,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1995,32.37866885396884,14.560718106744993,LSB,32.37866885396884,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1996,40.190333354006235,18.07363104465811,LSB,40.190333354006235,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1996,4.98697927443167,2.24264931170197,None,4.98697927443167,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1996,0.9413721685840916,0.4233359574511362,PL,0.9413721685840916,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1997,46.90366439921735,21.092622385761274,LSB,46.90366439921735,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1997,5.078154771546124,2.283651019267943,None,5.078154771546124,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1997,6.667741428191252,2.9984896470707616,PL,6.667741428191252,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1998,68.91358277354858,30.990503563227318,LSB,68.91358277354858,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1999,73.95345774806253,33.25694012144738,LSB,73.95345774806253,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",1999,5.168331091956754,2.3242033961221185,None,5.168331091956754,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2001,7.088173201366417,3.1875582144023107,PL,7.088173201366417,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2003,82.460852528543,37.08272362663264,LSB,82.460852528543,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2003,5.296271156024188,2.3817381643316042,None,5.296271156024188,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2003,0.3577170313050697,0.1608656884044924,PBL,0.3577170313050697,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2003,11.879412891117612,5.342183249142246,PL,11.879412891117612,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2004,91.11237333416084,40.9733207420789,LSB,91.11237333416084,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2004,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2004,12.578194845332956,5.656426157005422,PL,12.578194845332956,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2005,92.8408215791846,41.75060555793705,LSB,92.8408215791846,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2005,5.415719029105605,2.435453986196702,None,5.415719029105605,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2005,16.909691684626967,7.604304395659023,PL,16.909691684626967,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2006,95.22365657198593,42.82216871519806,LSB,95.22365657198593,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2006,25.809681885289447,11.606638433821761,PL,25.809681885289447,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2007,97.96225166831762,44.053717528586425,LSB,97.96225166831762,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2007,5.641405805955044,2.536945543893081,None,5.641405805955044,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2007,0.7044629685156065,0.31679766538454224,PBL,0.7044629685156065,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2007,27.497994474344967,12.36587420710751,PL,27.497994474344967,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2008,106.45838967279535,47.87443885092205,LSB,106.45838967279535,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2008,6.429376155248998,2.8912965576512115,None,6.429376155248998,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2008,30.737856031771138,13.82284302368626,PL,30.737856031771138,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2009,0,0,BUF,0,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2009,124.05010948668863,55.78545194346748,LSB,124.05010948668863,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2009,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2009,5.615322821314159,2.5252160009507394,None,6.812237649642752,0,1.1969148283285929,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2009,2.836801558668328,1.2757123526862115,PBL,1.7802635751719529,1.056537983496375,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2009,39.80320148318285,17.899537475011403,PL,39.662824638350635,0.1403768448322177,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2010,0,0,BUF,0,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2010,125.32787921593432,56.36006620314536,LSB,125.32787921593432,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2010,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2010,5.739380225846785,2.581004733483287,None,6.936295054175378,0,1.1969148283285929,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2010,6.3267986978772335,2.845167377738559,PBL,2.0334833955200526,4.640061239567718,0.34674593721053687,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2010,39.78115047455059,17.889621115505957,PL,42.36136504601127,1.0033086846106676,3.583523256071343,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2011,0,0,BUF,0,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2011,132.837774126503,59.73727307033459,LSB,132.837774126503,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2011,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2011,5.739380225846785,2.581004733483287,None,6.936295054175378,0,1.1969148283285929,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2011,6.636956087650965,2.9846454502185393,PBL,2.343640785293785,4.640061239567718,0.34674593721053687,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2011,39.83743214661923,17.914931036839157,PL,42.41764671807991,1.0033086846106676,3.583523256071343,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2012,0,0,BUF,0,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2012,145.5822568640406,65.46847905024985,LSB,145.90387771592142,0,0.3216208518808319,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2012,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2012,4.951409876552831,2.226653719725157,None,6.936295054175378,0,1.9848851776225473,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2012,6.799498622802157,3.057740982507603,PBL,2.5061833204449764,4.640061239567718,0.34674593721053687,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2012,42.41244148405309,19.072915179229703,PL,43.498258994945715,2.3573289003464994,3.583523256071343,0.1403768448322177,0
"Vancouver, CA (~2223.7 km Total Roadway)",2013,1.504378040677723,0.6765202323504623,BUF,0.4621684038170505,1.0422096368606724,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2013,159.86205690422074,71.89011867797848,LSB,160.18367775610156,0,0.3216208518808319,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2013,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2013,4.744241392738989,2.1334898559783197,None,6.936295054175378,0,2.1920536614363892,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2013,8.759015690724796,3.9389376672774192,PBL,3.046461182874246,5.737679593180255,0.34674593721053687,0.3216208518808319,0
"Vancouver, CA (~2223.7 km Total Roadway)",2013,41.82456132627625,18.808544914456203,PL,43.498258994945715,3.212621780498713,5.348317145881229,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km Total Roadway)",2014,1.504378040677723,0.6765202323504623,BUF,0.4621684038170505,1.0422096368606724,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2014,161.9576896199037,72.83252669870204,LSB,162.58976567704508,0,0.6320760571413689,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2014,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2014,4.389550806624382,1.9739851628476786,None,6.936295054175378,0,2.546744247550996,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2014,11.368320872544562,5.112344683430572,PBL,4.576560923233572,6.816885034640695,0.34674593721053687,0.3216208518808319,0
"Vancouver, CA (~2223.7 km Total Roadway)",2014,41.410501676190954,18.622341896924475,PL,43.498258994945715,3.212621780498713,5.7623767959665235,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km Total Roadway)",2015,1.504378040677723,0.6765202323504623,BUF,0.4621684038170505,1.0422096368606724,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2015,162.1350660649152,72.91229305433072,LSB,162.81448056047773,0,0.6794144955625278,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2015,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2015,4.097842686754932,1.8428037445495942,None,6.936295054175378,0,2.838452367420446,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2015,12.299939111079087,5.531294289283216,PBL,5.1691326034774905,7.155931592931303,0.34674593721053687,0.3216208518808319,0
"Vancouver, CA (~2223.7 km Total Roadway)",2015,43.543705209662285,19.581645550057242,PL,45.631462528417046,3.212621780498713,5.7623767959665235,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km Total Roadway)",2016,1.8525291864980686,0.833084132975702,BUF,0.5701820021030181,1.2823471843950507,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2016,162.1350660649152,72.91229305433072,LSB,162.81448056047773,0,0.6794144955625278,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2016,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2016,1.6113669025757238,0.7246332250644079,None,7.092444663141922,0,5.4810777605661984,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2016,17.664320245187362,7.943661575386682,PBL,6.77859862752318,10.910846702993885,0.34674593721053687,0.3216208518808319,0
"Vancouver, CA (~2223.7 km Total Roadway)",2016,42.43281325271099,19.0820763829253,PL,45.667090837380805,3.212621780498713,6.908897061881579,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km Total Roadway)",2017,7.088045491136933,3.187500782990931,BUF,0.9505983674480879,6.137447123688845,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2017,166.4483454423722,74.85197888311022,LSB,167.1277599379347,0,0.6794144955625278,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2017,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2017,0.7956047329109355,0.3577842033147167,None,7.092444663141922,0.2821179016044746,6.578957831835461,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2017,19.60065761831363,8.814434329412075,PBL,7.110329632774907,11.2581880340591,0.34674593721053687,1.5788858886901607,0
"Vancouver, CA (~2223.7 km Total Roadway)",2017,38.77498293772138,17.437146619472674,PL,46.39593962308542,4.182561787700543,12.265516169777628,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km Total Roadway)",2018,7.1762329157597105,3.227158751522108,BUF,1.038785792070866,6.137447123688845,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2018,169.7359731213461,76.33042816987279,LSB,170.41538761690862,0,0.6794144955625278,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2018,1.3483849444034663,0.6063699889389155,N,2.409776224574799,0,1.0613912801713328,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2018,0.4218825734909819,0.1897209936101911,None,7.092444663141922,0.2821179016044746,6.9526799912554145,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2018,22.63231467892222,10.177773386213168,PBL,8.03919504133732,13.360979686105276,0.34674593721053687,1.5788858886901607,0
"Vancouver, CA (~2223.7 km Total Roadway)",2018,39.90143595669882,17.94371361096318,PL,46.39593962308542,5.830197860677109,12.786699223776756,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km Total Roadway)",2019,8.003675713866249,3.59926056296544,BUF,1.038785792070866,6.964889921795383,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2019,171.47620260482898,77.11301101984486,LSB,172.1556171003915,0,0.6794144955625278,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2019,0.31352339905301907,0.1409917700467775,N,2.409776224574799,0,2.09625282552178,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2019,0.4218825734909819,0.1897209936101911,None,7.092444663141922,0.2821179016044746,6.9526799912554145,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2019,23.66717622427267,10.643151605105308,PBL,8.03919504133732,14.395841231455725,0.34674593721053687,1.5788858886901607,0
"Vancouver, CA (~2223.7 km Total Roadway)",2019,39.59235852755839,17.80472119780474,PL,46.39593962308542,6.348563229643213,13.614142021883293,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km Total Roadway)",2020,9.00390715723656,4.049065592137681,BUF,2.039017235441177,6.964889921795383,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2020,173.54104371920548,78.04157202824369,LSB,174.220458214768,0,0.6794144955625278,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2020,0.31352339905301907,0.1409917700467775,N,2.409776224574799,0,2.09625282552178,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2020,0.9795631343705082,0.4405104710035114,None,7.092444663141922,0.8397984624840001,6.9526799912554145,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2020,26.040061224280773,11.710240241165973,PBL,8.764505724535155,15.944160499011245,0.34674593721053687,1.6781409379449075,0
"Vancouver, CA (~2223.7 km Total Roadway)",2020,38.96460835154235,17.522421347997643,PL,47.497996445534184,6.423130699961021,15.4185164906659,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km Total Roadway)",2021,9.00390715723656,4.049065592137681,BUF,2.039017235441177,6.964889921795383,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2021,175.81669161874478,79.06493304795826,LSB,176.51422003013,0,0.6975284113852058,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2021,0,0,N,2.409776224574799,0,2.409776224574799,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2021,0.8397984624840005,0.37765816543778413,None,7.092444663141922,0.8397984624840001,7.092444663141922,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2021,30.57948540907151,13.751623604385264,PBL,10.913394624407964,18.235498002308738,0.34674593721053687,1.7773387195653434,0
"Vancouver, CA (~2223.7 km Total Roadway)",2021,37.19427953773157,16.726302800616796,PL,47.497996445534184,6.423130699961021,17.18884530447669,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km Total Roadway)",2022,9.00390715723656,4.049065592137681,BUF,2.039017235441177,6.964889921795383,0,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2022,175.81669161874478,79.06493304795826,LSB,176.51422003013,0,0.6975284113852058,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2022,0,0,N,2.409776224574799,0,2.409776224574799,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2022,0.8397984624840005,0.37765816543778413,None,7.092444663141922,0.8397984624840001,7.092444663141922,0,0
"Vancouver, CA (~2223.7 km Total Roadway)",2022,30.68368234566663,13.798481065641333,PBL,10.913394624407964,18.339694938903857,0.34674593721053687,1.7773387195653434,0
"Vancouver, CA (~2223.7 km Total Roadway)",2022,37.689071265471455,16.948811110073958,PL,47.99278817327407,6.423130699961021,17.18884530447669,0.1403768448322177,0.3216208518808319
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1986,0.7152558895061241,0.32165125219504614,N,0.7152558895061241,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1990,4.305668643995153,1.9362632747201303,None,4.305668643995153,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1990,0.6961775516897699,0.31307170557618835,PL,0.6961775516897699,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1993,4.512837127808995,2.0294271384669673,None,4.512837127808995,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1993,0.16786561684948242,0.0754893271796926,PBL,0.16786561684948242,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1994,4.744195039197709,2.1334690107468224,None,4.744195039197709,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1996,4.98697927443167,2.24264931170197,None,4.98697927443167,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1996,0.9413721685840916,0.4233359574511362,PL,0.9413721685840916,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1997,5.078154771546124,2.283651019267943,None,5.078154771546124,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1997,6.667741428191252,2.9984896470707616,PL,6.667741428191252,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",1999,5.168331091956754,2.3242033961221185,None,5.168331091956754,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2001,7.088173201366417,3.1875582144023107,PL,7.088173201366417,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2003,5.296271156024188,2.3817381643316042,None,5.296271156024188,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2003,0.3577170313050697,0.1608656884044924,PBL,0.3577170313050697,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2003,11.879412891117612,5.342183249142246,PL,11.879412891117612,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2004,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2004,12.578194845332956,5.656426157005422,PL,12.578194845332956,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2005,5.415719029105605,2.435453986196702,None,5.415719029105605,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2005,16.909691684626967,7.604304395659023,PL,16.909691684626967,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2006,25.809681885289447,11.606638433821761,PL,25.809681885289447,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2007,5.641405805955044,2.536945543893081,None,5.641405805955044,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2007,0.7044629685156065,0.31679766538454224,PBL,0.7044629685156065,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2007,27.497994474344967,12.36587420710751,PL,27.497994474344967,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2008,6.429376155248998,2.8912965576512115,None,6.429376155248998,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2008,30.737856031771138,13.82284302368626,PL,30.737856031771138,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2009,0,0,BUF,0,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2009,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2009,5.615322821314159,2.5252160009507394,None,6.812237649642752,0,1.1969148283285929,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2009,2.836801558668328,1.2757123526862115,PBL,1.7802635751719529,1.056537983496375,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2009,39.80320148318285,17.899537475011403,PL,39.662824638350635,0.1403768448322177,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2010,0,0,BUF,0,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2010,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2010,5.739380225846785,2.581004733483287,None,6.936295054175378,0,1.1969148283285929,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2010,6.3267986978772335,2.845167377738559,PBL,2.0334833955200526,4.640061239567718,0.34674593721053687,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2010,39.78115047455059,17.889621115505957,PL,42.36136504601127,1.0033086846106676,3.583523256071343,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2011,0,0,BUF,0,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2011,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2011,5.739380225846785,2.581004733483287,None,6.936295054175378,0,1.1969148283285929,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2011,6.636956087650965,2.9846454502185393,PBL,2.343640785293785,4.640061239567718,0.34674593721053687,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2011,39.83743214661923,17.914931036839157,PL,42.41764671807991,1.0033086846106676,3.583523256071343,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2012,0,0,BUF,0,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2012,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2012,4.951409876552831,2.226653719725157,None,6.936295054175378,0,1.9848851776225473,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2012,6.799498622802157,3.057740982507603,PBL,2.5061833204449764,4.640061239567718,0.34674593721053687,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2012,42.09082063217225,18.928281976962836,PL,43.498258994945715,2.0357080484656676,3.583523256071343,0.1403768448322177,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2013,1.504378040677723,0.6765202323504623,BUF,0.4621684038170505,1.0422096368606724,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2013,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2013,4.744241392738989,2.1334898559783197,None,6.936295054175378,0,2.1920536614363892,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2013,8.437394838843964,3.794304465010552,PBL,3.046461182874246,5.737679593180255,0.34674593721053687,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2013,41.18131962251459,18.51927850992247,PL,43.498258994945715,2.8910009286178813,5.348317145881229,0.1403768448322177,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2014,1.504378040677723,0.6765202323504623,BUF,0.4621684038170505,1.0422096368606724,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2014,2.409776224574799,1.0836786547532489,N,2.409776224574799,0,0,0,0
